city,locality,h3index,poiCode,val_trans
Mumbai,Kandivali West,89608b44383ffff,400067,10.487673378733861
Mumbai,Kandivali West,89608b4410bffff,400067,10.444458306739483
Mumbai,Kandivali West,89608b444bbffff,400067,10.595418887273343
Mumbai,Kandivali West,89608b4442fffff,400067,10.563498677595273
Mumbai,Kandivali West,89608b44073ffff,400067,10.509929617596269
Mumbai,Kandivali West,89608b4408fffff,400067,10.519727295473889
Mumbai,Kandivali West,89608b4448fffff,400067,10.55135915117127
Mumbai,Kandivali West,89608b4408bffff,400067,10.584057756716739
Mumbai,Kandivali West,89608b44393ffff,400067,10.503716953463407
Mumbai,Kandivali West,89608b4439bffff,400067,10.444458306739483
Mumbai,Kandivali West,89608b44467ffff,400067,10.713431362688702
Mumbai,Kandivali West,89608b4401bffff,400067,11.230283769785062
Mumbai,Kandivali West,89608b440b7ffff,400067,11.139960338436731
Mumbai,Kandivali West,89608b440a7ffff,400067,10.537407453884871
Mumbai,Kandivali West,89608b44693ffff,400067,10.805559751163628
Mumbai,Kandivali West,89608b444c7ffff,400067,10.738705714153662
Mumbai,Kandivali West,89608b44413ffff,400067,10.531052438182472
Mumbai,Kandivali West,89608b4443bffff,400067,10.529362337905562
Mumbai,Kandivali West,89608b441cbffff,400067,10.532365112410078
Mumbai,Kandivali West,89608b44403ffff,400067,10.544930375866603
Mumbai,Kandivali West,89608b44443ffff,400067,10.483172475955582
Mumbai,Kandivali West,89608b4415bffff,400067,10.521450003311964
Mumbai,Kandivali West,89608b44083ffff,400067,10.591978554873123
Mumbai,Kandivali West,89608b44093ffff,400067,10.563240656951669
Mumbai,Kandivali West,89608b4448bffff,400067,10.584627825606171
Mumbai,Kandivali West,89608b44157ffff,400067,10.444458306739483
Mumbai,Kandivali West,89608b44077ffff,400067,10.681674189460924
Mumbai,Kandivali West,89608b4440fffff,400067,10.57248944846325
Mumbai,Kandivali West,89608b441c3ffff,400067,10.702027799240339
Mumbai,Kandivali West,89608b4446fffff,400067,10.593527362915452
Mumbai,Kandivali West,89608b4454bffff,400067,11.043129562353457
Mumbai,Malad West,89608b44113ffff,400067,10.444458306739483
Mumbai,Malad West,89608b4456bffff,400067,10.545654433692157
Mumbai,Malad West,89608b44543ffff,400067,10.491207731462096
Mumbai,Malad West,89608b441d3ffff,400067,10.444458306739483
Mumbai,Malad West,89608b44567ffff,400067,10.51247207223773
Mumbai,Malad West,89608b44107ffff,400067,10.444458306739483
Mumbai,Malad West,89608b441abffff,400067,10.658175318712722
Mumbai,Malad West,89608b441bbffff,400067,10.444458306739483
Mumbai,Malad West,89608b4456fffff,400067,10.584654064825434
Mumbai,Malad West,89608b4457bffff,400067,10.5212046553331
Mumbai,Malad West,89608b4418bffff,400067,10.444458306739483
Mumbai,Malad West,89608b44193ffff,400067,10.508751200927126
Mumbai,Malad West,89608b44573ffff,400067,11.017532056642766
Mumbai,Malad West,89608b441d7ffff,400067,10.605902209951124
Mumbai,Malad West,89608b4413bffff,400067,10.444458306739483
Mumbai,Malad West,89608b44187ffff,400067,10.507386848527856
Mumbai,Malad West,89608b441a3ffff,400067,10.444458306739483
Mumbai,Malad West,89608b441b7ffff,400067,10.444458306739483
Mumbai,Malad West,89608b44547ffff,400067,10.444458306739483
Mumbai,Malad West,89608b44563ffff,400067,10.54499022703237
Mumbai,Malad West,89608b441afffff,400067,10.444458306739483
Mumbai,Malad West,89608b4419bffff,400067,10.53128336827152
Mumbai,Malad West,89608b44183ffff,400067,10.520743847264129
Mumbai,Malad West,89608b4418fffff,400067,10.487409346269127
Mumbai,Malad West,89608b44117ffff,400067,10.444458306739483
Mumbai,Malad West,89608b44133ffff,400067,10.444458306739483
Mumbai,Malad West,89608b44557ffff,400067,10.822389055628392
Mumbai,Malad West,89608b441b3ffff,400067,10.444458306739483
Mumbai,Manori,89608b44cc3ffff,400095,9.291794441812847
Mumbai,Manori,89608b44ccbffff,400095,9.291794441812847
Mumbai,Madh,89608b46aa3ffff,400095,9.291794441812847
Mumbai,Madh,89608b46873ffff,400095,9.291794441812847
Mumbai,Madh,89608b46857ffff,400095,9.291794441812847
Mumbai,Madh,89608b46ab7ffff,400095,9.291794441812847
Mumbai,Madh,89608b46a87ffff,400095,9.291794441812847
Mumbai,Madh,89608b4680bffff,400095,9.291794441812847
Mumbai,Madh,89608b46a33ffff,400095,9.291794441812847
Mumbai,Madh,89608b46853ffff,400095,9.291794441812847
Mumbai,Madh,89608b4687bffff,400095,9.291794441812847
Mumbai,Madh,89608b46aabffff,400095,9.291794441812847
Mumbai,Madh,89608b468cfffff,400095,9.291794441812847
Mumbai,Madh,89608b46e2fffff,400095,9.291794441812847
Mumbai,Madh,89608b468d3ffff,400095,9.291794441812847
Mumbai,Madh,89608b46a17ffff,400095,9.291794441812847
Mumbai,Madh,89608b46ab3ffff,400095,9.291794441812847
